date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain,hour,weekday,is_weekend,pollution_lag1,pollution_lag3,pollution_lag6,pollution_lag24,pollution_level
2011-04-27 03:00:00,67.0,3,5.0,1009.0,1,8.05,0,0,3,2,0,46.0,79.0,63.0,126.0,1
2011-04-27 04:00:00,54.0,3,5.0,1009.0,1,9.84,0,0,4,2,0,67.0,51.0,68.0,101.0,1
2011-04-27 05:00:00,43.0,2,6.0,1010.0,1,12.97,0,0,5,2,0,54.0,46.0,82.0,104.0,0
2011-04-27 06:00:00,42.0,3,7.0,1010.0,1,16.1,0,0,6,2,0,43.0,67.0,79.0,116.0,0
2011-04-27 07:00:00,44.0,4,10.0,1012.0,3,0.89,0,0,7,2,0,42.0,54.0,51.0,143.0,0
2011-04-27 08:00:00,29.0,3,14.0,1013.0,2,1.79,0,0,8,2,0,44.0,43.0,46.0,151.0,0
2011-04-27 09:00:00,29.0,-4,16.0,1013.0,0,5.81,0,0,9,2,0,29.0,42.0,67.0,149.0,0
2011-04-27 10:00:00,25.0,-4,18.0,1013.0,0,10.73,0,0,10,2,0,29.0,44.0,54.0,86.0,0
2011-04-27 11:00:00,20.0,-3,18.0,1012.0,0,13.86,0,0,11,2,0,25.0,29.0,43.0,51.0,0
2011-04-27 12:00:00,19.0,-2,20.0,1011.0,2,3.13,0,0,12,2,0,20.0,29.0,42.0,41.0,0
2011-04-27 13:00:00,25.0,-3,20.0,1011.0,0,3.13,0,0,13,2,0,19.0,25.0,44.0,31.0,0
2011-04-27 14:00:00,27.0,-3,21.0,1010.0,3,1.79,0,0,14,2,0,25.0,20.0,29.0,26.0,0
2011-04-27 15:00:00,27.0,-2,22.0,1009.0,2,4.02,0,0,15,2,0,27.0,19.0,29.0,20.0,0
2011-04-27 16:00:00,36.0,2,20.0,1009.0,2,11.17,0,0,16,2,0,27.0,25.0,25.0,15.0,0
2011-04-27 17:00:00,39.0,2,19.0,1009.0,2,16.98,0,0,17,2,0,36.0,27.0,20.0,13.0,0
2011-04-27 18:00:00,47.0,1,18.0,1009.0,2,21.0,0,0,18,2,0,39.0,27.0,19.0,16.0,0
2011-04-27 19:00:00,62.0,2,16.0,1009.0,2,24.13,0,0,19,2,0,47.0,36.0,25.0,18.0,1
2011-04-27 20:00:00,64.0,4,15.0,1010.0,2,28.15,0,0,20,2,0,62.0,39.0,27.0,22.0,1
2011-04-27 21:00:00,73.0,3,15.0,1010.0,2,33.07,0,0,21,2,0,64.0,47.0,27.0,63.0,1
2011-04-27 22:00:00,59.0,4,12.0,1011.0,2,34.86,0,0,22,2,0,73.0,62.0,36.0,68.0,1
2011-04-27 23:00:00,60.0,4,12.0,1011.0,2,37.99,0,0,23,2,0,59.0,64.0,39.0,82.0,1
2011-04-28 00:00:00,61.0,4,12.0,1011.0,2,41.12,0,0,0,3,0,60.0,73.0,47.0,79.0,1
2011-04-28 01:00:00,61.0,3,12.0,1011.0,2,42.91,0,0,1,3,0,61.0,59.0,62.0,51.0,1
2011-04-28 02:00:00,59.0,4,12.0,1010.0,2,44.7,0,0,2,3,0,61.0,60.0,64.0,46.0,1
2011-04-28 03:00:00,63.0,5,13.0,1009.0,2,48.72,0,0,3,3,0,59.0,61.0,73.0,67.0,1
2011-04-28 04:00:00,70.0,4,11.0,1009.0,3,1.79,0,0,4,3,0,63.0,61.0,59.0,54.0,1
2011-04-28 05:00:00,64.0,4,10.0,1009.0,0,1.79,0,0,5,3,0,70.0,59.0,60.0,43.0,1
2011-04-28 06:00:00,75.0,4,10.0,1009.0,2,1.79,0,0,6,3,0,64.0,63.0,61.0,42.0,1
2011-04-28 07:00:00,82.0,5,12.0,1009.0,2,3.58,0,0,7,3,0,75.0,70.0,61.0,44.0,1
2011-04-28 08:00:00,93.0,4,13.0,1009.0,2,5.37,0,0,8,3,0,82.0,64.0,59.0,29.0,1
2011-04-28 09:00:00,90.0,3,15.0,1009.0,0,3.13,0,0,9,3,0,93.0,75.0,63.0,29.0,1
2011-04-28 10:00:00,84.0,2,17.0,1008.0,0,4.92,0,0,10,3,0,90.0,82.0,70.0,25.0,1
2011-04-28 11:00:00,84.0,3,19.0,1007.0,3,1.79,0,0,11,3,0,84.0,93.0,64.0,20.0,1
2011-04-28 12:00:00,99.0,2,20.0,1006.0,3,3.58,0,0,12,3,0,84.0,90.0,75.0,19.0,1
2011-04-28 13:00:00,105.0,4,22.0,1005.0,2,3.13,0,0,13,3,0,99.0,84.0,82.0,25.0,2
2011-04-28 14:00:00,0.0,5,21.0,1004.0,2,6.26,0,0,14,3,0,105.0,84.0,93.0,27.0,0
2011-04-28 15:00:00,0.0,5,22.0,1003.0,2,9.39,0,0,15,3,0,0.0,99.0,90.0,27.0,0
2011-04-28 16:00:00,0.0,5,22.0,1002.0,2,12.52,0,0,16,3,0,0.0,105.0,84.0,36.0,0
2011-04-28 17:00:00,0.0,5,21.0,1002.0,2,15.65,0,0,17,3,0,0.0,0.0,84.0,39.0,0
2011-04-28 18:00:00,0.0,6,20.0,1002.0,2,17.44,0,0,18,3,0,0.0,0.0,99.0,47.0,0
2011-04-28 19:00:00,0.0,6,19.0,1002.0,2,19.23,0,0,19,3,0,0.0,0.0,105.0,62.0,0
2011-04-28 20:00:00,0.0,6,17.0,1002.0,2,20.12,0,0,20,3,0,0.0,0.0,0.0,64.0,0
2011-04-28 21:00:00,0.0,7,18.0,1003.0,2,21.91,0,0,21,3,0,0.0,0.0,0.0,73.0,0
2011-04-28 22:00:00,0.0,8,18.0,1003.0,2,23.7,0,0,22,3,0,0.0,0.0,0.0,59.0,0
2011-04-28 23:00:00,0.0,8,16.0,1002.0,2,25.49,0,0,23,3,0,0.0,0.0,0.0,60.0,0
2011-04-29 00:00:00,165.0,8,16.0,1002.0,3,0.89,0,0,0,4,0,0.0,0.0,0.0,61.0,3
2011-04-29 01:00:00,0.0,10,15.0,1002.0,2,4.02,0,1,1,4,0,165.0,0.0,0.0,61.0,0
2011-04-29 02:00:00,0.0,11,14.0,1000.0,2,7.15,0,0,2,4,0,0.0,0.0,0.0,59.0,0
2011-04-29 03:00:00,0.0,10,13.0,1000.0,2,8.94,0,0,3,4,0,0.0,165.0,0.0,63.0,0
2011-04-29 04:00:00,0.0,10,13.0,999.0,2,10.73,0,0,4,4,0,0.0,0.0,0.0,70.0,0
2011-04-29 05:00:00,0.0,9,13.0,999.0,3,0.89,0,0,5,4,0,0.0,0.0,0.0,64.0,0
2011-04-29 06:00:00,0.0,10,13.0,997.0,3,1.78,0,0,6,4,0,0.0,0.0,165.0,75.0,0
2011-04-29 07:00:00,0.0,11,13.0,998.0,0,1.79,0,1,7,4,0,0.0,0.0,0.0,82.0,0
2011-04-29 08:00:00,166.0,10,15.0,1000.0,1,1.79,0,0,8,4,0,0.0,0.0,0.0,93.0,3
2011-04-29 09:00:00,185.0,10,16.0,998.0,2,1.79,0,0,9,4,0,166.0,0.0,0.0,90.0,3
2011-04-29 10:00:00,162.0,10,18.0,997.0,2,4.92,0,0,10,4,0,185.0,0.0,0.0,84.0,3
2011-04-29 11:00:00,163.0,10,19.0,997.0,2,8.05,0,0,11,4,0,162.0,166.0,0.0,84.0,3
2011-04-29 12:00:00,172.0,10,20.0,997.0,2,9.84,0,0,12,4,0,163.0,185.0,0.0,99.0,3
2011-04-29 13:00:00,165.0,10,20.0,996.0,2,12.97,0,0,13,4,0,172.0,162.0,0.0,105.0,3
2011-04-29 14:00:00,163.0,10,20.0,996.0,2,16.1,0,0,14,4,0,165.0,163.0,166.0,0.0,3
2011-04-29 15:00:00,152.0,10,20.0,998.0,2,19.23,0,0,15,4,0,163.0,172.0,185.0,0.0,3
2011-04-29 16:00:00,157.0,10,19.0,998.0,2,21.02,0,0,16,4,0,152.0,165.0,162.0,0.0,3
2011-04-29 17:00:00,162.0,11,18.0,998.0,2,24.15,0,0,17,4,0,157.0,163.0,163.0,0.0,3
2011-04-29 18:00:00,171.0,13,15.0,998.0,2,28.17,0,1,18,4,0,162.0,152.0,172.0,0.0,3
2011-04-29 19:00:00,172.0,13,15.0,999.0,2,31.3,0,0,19,4,0,171.0,157.0,165.0,0.0,3
2011-04-29 20:00:00,170.0,13,15.0,1000.0,2,34.43,0,0,20,4,0,172.0,162.0,163.0,0.0,3
2011-04-29 21:00:00,168.0,12,14.0,1001.0,2,36.22,0,0,21,4,0,170.0,171.0,152.0,0.0,3
2011-04-29 22:00:00,172.0,12,13.0,1000.0,0,0.89,0,0,22,4,0,168.0,172.0,157.0,0.0,3
2011-04-29 23:00:00,168.0,12,13.0,1000.0,3,0.89,0,0,23,4,0,172.0,170.0,162.0,0.0,3
2011-04-30 00:00:00,178.0,12,13.0,1000.0,3,1.78,0,0,0,5,1,168.0,168.0,171.0,165.0,3
2011-04-30 01:00:00,170.0,11,12.0,1000.0,3,2.67,0,0,1,5,1,178.0,172.0,172.0,0.0,3
2011-04-30 02:00:00,172.0,12,12.0,999.0,2,1.79,0,0,2,5,1,170.0,168.0,170.0,0.0,3
2011-04-30 03:00:00,186.0,12,13.0,1000.0,2,3.58,0,0,3,5,1,172.0,178.0,168.0,0.0,3
2011-04-30 04:00:00,176.0,12,13.0,999.0,2,6.71,0,0,4,5,1,186.0,170.0,172.0,0.0,3
2011-04-30 05:00:00,183.0,12,13.0,999.0,2,9.84,0,0,5,5,1,176.0,172.0,168.0,0.0,3
2011-04-30 06:00:00,194.0,12,13.0,999.0,2,11.63,0,0,6,5,1,183.0,186.0,178.0,0.0,3
2011-04-30 07:00:00,195.0,12,13.0,1000.0,2,13.42,0,0,7,5,1,194.0,176.0,170.0,0.0,3
2011-04-30 08:00:00,200.0,12,13.0,999.0,2,16.55,0,0,8,5,1,195.0,183.0,172.0,166.0,3
2011-04-30 09:00:00,218.0,12,14.0,1000.0,2,18.34,0,0,9,5,1,200.0,194.0,186.0,185.0,4
2011-04-30 10:00:00,232.0,12,16.0,999.0,2,21.47,0,0,10,5,1,218.0,195.0,176.0,162.0,4
2011-04-30 11:00:00,187.0,0,19.0,1000.0,3,5.81,0,0,11,5,1,232.0,200.0,183.0,163.0,3
2011-04-30 12:00:00,97.0,-3,20.0,1001.0,1,12.96,0,0,12,5,1,187.0,218.0,194.0,172.0,1
2011-04-30 13:00:00,76.0,-2,19.0,1001.0,1,28.16,0,0,13,5,1,97.0,232.0,195.0,165.0,1
2011-04-30 14:00:00,53.0,1,18.0,1001.0,1,41.12,0,0,14,5,1,76.0,187.0,200.0,163.0,1
2011-04-30 15:00:00,36.0,0,19.0,1001.0,1,53.19,0,0,15,5,1,53.0,97.0,218.0,152.0,0
2011-04-30 16:00:00,41.0,-2,19.0,1001.0,1,66.15,0,0,16,5,1,36.0,76.0,232.0,157.0,0
2011-04-30 17:00:00,81.0,-1,19.0,1002.0,1,74.2,0,0,17,5,1,41.0,53.0,187.0,162.0,1
2011-04-30 18:00:00,120.0,-2,18.0,1003.0,1,85.38,0,0,18,5,1,81.0,36.0,97.0,171.0,2
2011-04-30 19:00:00,201.0,-1,17.0,1004.0,1,98.34,0,0,19,5,1,120.0,41.0,76.0,172.0,4
2011-04-30 20:00:00,214.0,-1,17.0,1006.0,1,109.52,0,0,20,5,1,201.0,81.0,53.0,170.0,4
2011-04-30 21:00:00,238.0,-1,17.0,1007.0,1,119.35,0,0,21,5,1,214.0,120.0,36.0,168.0,4
2011-04-30 22:00:00,251.0,-1,17.0,1007.0,1,125.16,0,0,22,5,1,238.0,201.0,41.0,172.0,4
2011-04-30 23:00:00,234.0,-3,17.0,1007.0,1,132.31,0,0,23,5,1,251.0,214.0,81.0,168.0,4
2011-05-01 00:00:00,164.0,-3,17.0,1007.0,1,139.46,0,0,0,6,1,234.0,238.0,120.0,178.0,3
2011-05-01 01:00:00,136.0,-3,17.0,1008.0,1,145.27,0,0,1,6,1,164.0,251.0,201.0,170.0,2
2011-05-01 02:00:00,108.0,-3,16.0,1008.0,1,150.19,0,0,2,6,1,136.0,234.0,214.0,172.0,2
2011-05-01 03:00:00,88.0,-3,17.0,1009.0,1,156.0,0,0,3,6,1,108.0,164.0,238.0,186.0,1
2011-05-01 04:00:00,65.0,-3,17.0,1009.0,1,164.05,0,0,4,6,1,88.0,136.0,251.0,176.0,1
2011-05-01 05:00:00,83.0,-2,16.0,1009.0,1,169.86,0,0,5,6,1,65.0,108.0,234.0,183.0,1
2011-05-01 06:00:00,96.0,-2,17.0,1011.0,1,177.01,0,0,6,6,1,83.0,88.0,164.0,194.0,1
2011-05-01 07:00:00,100.0,-1,18.0,1011.0,1,185.06,0,0,7,6,1,96.0,65.0,136.0,195.0,1
2011-05-01 08:00:00,99.0,-1,20.0,1011.0,1,194.0,0,0,8,6,1,100.0,83.0,108.0,200.0,1
2011-05-01 09:00:00,89.0,0,22.0,1012.0,1,199.81,0,0,9,6,1,99.0,96.0,88.0,218.0,1
2011-05-01 10:00:00,86.0,-1,24.0,1012.0,1,205.62,0,0,10,6,1,89.0,100.0,65.0,232.0,1
2011-05-01 11:00:00,60.0,-1,25.0,1011.0,1,209.64,0,0,11,6,1,86.0,99.0,83.0,187.0,1
2011-05-01 12:00:00,49.0,-2,25.0,1011.0,1,216.79,0,0,12,6,1,60.0,89.0,96.0,97.0,0
2011-05-01 13:00:00,38.0,-3,26.0,1010.0,1,225.73,0,0,13,6,1,49.0,86.0,100.0,76.0,0
2011-05-01 14:00:00,38.0,-3,27.0,1010.0,1,234.67,0,0,14,6,1,38.0,60.0,99.0,53.0,0
2011-05-01 15:00:00,42.0,-2,27.0,1009.0,1,242.72,0,0,15,6,1,38.0,49.0,89.0,36.0,0
2011-05-01 16:00:00,39.0,-3,26.0,1009.0,1,247.64,0,0,16,6,1,42.0,38.0,86.0,41.0,0
2011-05-01 17:00:00,31.0,-3,27.0,1009.0,1,252.56,0,0,17,6,1,39.0,38.0,60.0,81.0,0
2011-05-01 18:00:00,41.0,-4,26.0,1009.0,1,255.69,0,0,18,6,1,31.0,42.0,49.0,120.0,0
2011-05-01 19:00:00,33.0,-1,23.0,1010.0,2,3.13,0,0,19,6,1,41.0,39.0,38.0,201.0,0
2011-05-01 20:00:00,37.0,-1,22.0,1010.0,2,7.15,0,0,20,6,1,33.0,31.0,38.0,214.0,0
2011-05-01 21:00:00,40.0,0,23.0,1011.0,2,12.07,0,0,21,6,1,37.0,41.0,42.0,238.0,0
2011-05-01 22:00:00,37.0,0,22.0,1011.0,1,1.79,0,0,22,6,1,40.0,33.0,39.0,251.0,0
2011-05-01 23:00:00,33.0,0,20.0,1011.0,1,4.92,0,0,23,6,1,37.0,37.0,31.0,234.0,0
2011-05-02 00:00:00,38.0,1,18.0,1012.0,1,8.05,0,0,0,0,0,33.0,40.0,41.0,164.0,0
2011-05-02 01:00:00,48.0,-1,18.0,1012.0,1,11.18,0,0,1,0,0,38.0,37.0,33.0,136.0,0
2011-05-02 02:00:00,26.0,-3,17.0,1012.0,1,15.2,0,0,2,0,0,48.0,33.0,37.0,108.0,0
2011-05-02 03:00:00,15.0,-1,12.0,1012.0,1,16.99,0,0,3,0,0,26.0,38.0,40.0,88.0,0
2011-05-02 04:00:00,18.0,-1,11.0,1012.0,3,0.89,0,0,4,0,0,15.0,48.0,37.0,65.0,0
2011-05-02 05:00:00,17.0,2,10.0,1012.0,3,1.78,0,0,5,0,0,18.0,26.0,33.0,83.0,0
2011-05-02 06:00:00,15.0,2,10.0,1012.0,1,1.79,0,0,6,0,0,17.0,15.0,38.0,96.0,0
2011-05-02 07:00:00,24.0,-1,16.0,1012.0,1,4.92,0,0,7,0,0,15.0,18.0,48.0,100.0,0
2011-05-02 08:00:00,23.0,-1,19.0,1012.0,1,6.71,0,0,8,0,0,24.0,17.0,26.0,99.0,0
2011-05-02 09:00:00,20.0,-3,23.0,1012.0,1,13.86,0,0,9,0,0,23.0,15.0,15.0,89.0,0
2011-05-02 10:00:00,27.0,-7,25.0,1012.0,1,23.69,0,0,10,0,0,20.0,24.0,18.0,86.0,0
2011-05-02 11:00:00,14.0,-8,25.0,1012.0,1,35.76,0,0,11,0,0,27.0,23.0,17.0,60.0,0
2011-05-02 12:00:00,12.0,-8,26.0,1011.0,1,47.83,0,0,12,0,0,14.0,20.0,15.0,49.0,0
2011-05-02 13:00:00,16.0,-7,26.0,1010.0,1,59.01,0,0,13,0,0,12.0,27.0,24.0,38.0,0
2011-05-02 14:00:00,27.0,-9,26.0,1010.0,1,71.08,0,0,14,0,0,16.0,14.0,23.0,38.0,0
2011-05-02 15:00:00,24.0,-9,26.0,1010.0,1,83.15,0,0,15,0,0,27.0,12.0,20.0,42.0,0
2011-05-02 16:00:00,41.0,-9,26.0,1009.0,1,94.33,0,0,16,0,0,24.0,16.0,27.0,39.0,0
2011-05-02 17:00:00,31.0,-10,25.0,1009.0,1,102.38,0,0,17,0,0,41.0,27.0,14.0,31.0,0
2011-05-02 18:00:00,23.0,-11,23.0,1010.0,1,108.19,0,0,18,0,0,31.0,24.0,12.0,41.0,0
2011-05-02 19:00:00,19.0,-11,21.0,1010.0,1,112.21,0,0,19,0,0,23.0,41.0,16.0,33.0,0
2011-05-02 20:00:00,34.0,-11,17.0,1011.0,1,115.34,0,0,20,0,0,19.0,31.0,27.0,37.0,0
2011-05-02 21:00:00,34.0,-11,17.0,1013.0,1,118.47,0,0,21,0,0,34.0,23.0,24.0,40.0,0
2011-05-02 22:00:00,21.0,-10,17.0,1013.0,1,120.26,0,0,22,0,0,34.0,19.0,41.0,37.0,0
2011-05-02 23:00:00,14.0,-10,18.0,1014.0,1,124.28,0,0,23,0,0,21.0,34.0,31.0,33.0,0
2011-05-03 00:00:00,13.0,-9,15.0,1015.0,1,128.3,0,0,0,1,0,14.0,34.0,23.0,38.0,0
2011-05-03 01:00:00,16.0,-9,16.0,1015.0,3,0.89,0,0,1,1,0,13.0,21.0,19.0,48.0,0
2011-05-03 02:00:00,12.0,-8,17.0,1015.0,1,4.02,0,0,2,1,0,16.0,14.0,34.0,26.0,0
2011-05-03 03:00:00,8.0,-8,17.0,1015.0,1,11.17,0,0,3,1,0,12.0,13.0,34.0,15.0,0
2011-05-03 04:00:00,7.0,-7,16.0,1015.0,1,16.09,0,0,4,1,0,8.0,16.0,21.0,18.0,0
2011-05-03 05:00:00,7.0,-7,15.0,1015.0,1,20.11,0,0,5,1,0,7.0,12.0,14.0,17.0,0
2011-05-03 06:00:00,8.0,-4,13.0,1016.0,1,21.9,0,0,6,1,0,7.0,8.0,13.0,15.0,0
2011-05-03 07:00:00,11.0,-2,17.0,1017.0,1,23.69,0,0,7,1,0,8.0,7.0,16.0,24.0,0
2011-05-03 08:00:00,13.0,-3,19.0,1017.0,0,3.13,0,0,8,1,0,11.0,7.0,12.0,23.0,0
2011-05-03 09:00:00,14.0,-3,20.0,1017.0,1,3.13,0,0,9,1,0,13.0,8.0,8.0,20.0,0
2011-05-03 10:00:00,14.0,-3,23.0,1017.0,0,3.13,0,0,10,1,0,14.0,11.0,7.0,27.0,0
2011-05-03 11:00:00,14.0,-3,22.0,1016.0,3,1.79,0,0,11,1,0,14.0,13.0,7.0,14.0,0
2011-05-03 12:00:00,13.0,-2,23.0,1016.0,2,1.79,0,0,12,1,0,14.0,14.0,8.0,12.0,0
2011-05-03 13:00:00,15.0,-2,24.0,1015.0,3,1.79,0,0,13,1,0,13.0,14.0,11.0,16.0,0
2011-05-03 14:00:00,16.0,-2,24.0,1014.0,2,1.79,0,0,14,1,0,15.0,14.0,13.0,27.0,0
2011-05-03 15:00:00,13.0,-3,24.0,1013.0,3,1.79,0,0,15,1,0,16.0,13.0,14.0,24.0,0
2011-05-03 16:00:00,36.0,0,24.0,1012.0,2,1.79,0,0,16,1,0,13.0,15.0,14.0,41.0,0
2011-05-03 17:00:00,33.0,-2,24.0,1013.0,2,5.81,0,0,17,1,0,36.0,16.0,14.0,31.0,0
2011-05-03 18:00:00,33.0,-2,23.0,1013.0,2,10.73,0,0,18,1,0,33.0,13.0,13.0,23.0,0
2011-05-03 19:00:00,28.0,-2,21.0,1013.0,2,14.75,0,0,19,1,0,33.0,36.0,15.0,19.0,0
2011-05-03 20:00:00,27.0,-2,19.0,1013.0,2,17.88,0,0,20,1,0,28.0,33.0,16.0,34.0,0
2011-05-03 21:00:00,35.0,0,19.0,1014.0,2,21.01,0,0,21,1,0,27.0,33.0,13.0,34.0,0
2011-05-03 22:00:00,45.0,1,18.0,1014.0,2,24.14,0,0,22,1,0,35.0,28.0,36.0,21.0,0
2011-05-03 23:00:00,57.0,3,18.0,1014.0,2,27.27,0,0,23,1,0,45.0,27.0,33.0,14.0,1
2011-05-04 00:00:00,68.0,4,17.0,1014.0,2,31.29,0,0,0,2,0,57.0,35.0,33.0,13.0,1
2011-05-04 01:00:00,79.0,4,16.0,1013.0,2,33.08,0,0,1,2,0,68.0,45.0,28.0,16.0,1
2011-05-04 02:00:00,65.0,4,15.0,1013.0,2,36.21,0,0,2,2,0,79.0,57.0,27.0,12.0,1
2011-05-04 03:00:00,70.0,4,15.0,1012.0,2,38.0,0,0,3,2,0,65.0,68.0,35.0,8.0,1
2011-05-04 04:00:00,79.0,5,15.0,1012.0,2,39.79,0,0,4,2,0,70.0,79.0,45.0,7.0,1
2011-05-04 05:00:00,81.0,6,14.0,1012.0,2,41.58,0,0,5,2,0,79.0,65.0,57.0,7.0,1
2011-05-04 06:00:00,93.0,6,15.0,1012.0,2,44.71,0,0,6,2,0,81.0,70.0,68.0,8.0,1
2011-05-04 07:00:00,81.0,6,16.0,1013.0,2,48.73,0,0,7,2,0,93.0,79.0,79.0,11.0,1
2011-05-04 08:00:00,50.0,8,15.0,1013.0,2,51.86,0,0,8,2,0,81.0,81.0,65.0,13.0,0
2011-05-04 09:00:00,63.0,7,16.0,1013.0,2,55.88,0,0,9,2,0,50.0,93.0,70.0,14.0,1
2011-05-04 10:00:00,44.0,7,15.0,1013.0,2,59.9,0,0,10,2,0,63.0,81.0,79.0,14.0,0
2011-05-04 11:00:00,42.0,7,16.0,1013.0,2,63.92,0,0,11,2,0,44.0,50.0,81.0,14.0,0
2011-05-04 12:00:00,39.0,6,17.0,1012.0,2,67.05,0,0,12,2,0,42.0,63.0,93.0,13.0,0
2011-05-04 13:00:00,55.0,7,16.0,1011.0,2,71.97,0,0,13,2,0,39.0,44.0,81.0,15.0,1
2011-05-04 14:00:00,48.0,8,16.0,1009.0,2,75.1,0,0,14,2,0,55.0,42.0,50.0,16.0,0
2011-05-04 15:00:00,53.0,8,15.0,1008.0,2,78.23,0,0,15,2,0,48.0,39.0,63.0,13.0,1
2011-05-04 16:00:00,43.0,9,15.0,1007.0,2,81.36,0,0,16,2,0,53.0,55.0,44.0,36.0,0
2011-05-04 17:00:00,54.0,9,15.0,1007.0,2,83.15,0,0,17,2,0,43.0,48.0,42.0,33.0,1
2011-05-04 18:00:00,58.0,10,14.0,1007.0,2,84.94,0,1,18,2,0,54.0,53.0,39.0,33.0,1
2011-05-04 19:00:00,63.0,11,14.0,1007.0,3,0.89,0,0,19,2,0,58.0,43.0,55.0,28.0,1
2011-05-04 20:00:00,80.0,11,12.0,1006.0,3,1.78,0,0,20,2,0,63.0,54.0,48.0,27.0,1
2011-05-04 21:00:00,95.0,10,14.0,1007.0,2,4.02,0,0,21,2,0,80.0,58.0,53.0,35.0,1
2011-05-04 22:00:00,93.0,9,13.0,1006.0,2,5.81,0,0,22,2,0,95.0,63.0,43.0,45.0,1
2011-05-04 23:00:00,94.0,9,11.0,1006.0,2,6.7,0,0,23,2,0,93.0,80.0,54.0,57.0,1
2011-05-05 00:00:00,98.0,9,12.0,1005.0,3,0.89,0,1,0,3,0,94.0,95.0,58.0,68.0,1
2011-05-05 01:00:00,110.0,8,13.0,1004.0,3,1.78,0,0,1,3,0,98.0,93.0,63.0,79.0,2
2011-05-05 02:00:00,113.0,10,12.0,1003.0,3,2.67,0,0,2,3,0,110.0,94.0,80.0,65.0,2
2011-05-05 03:00:00,107.0,10,11.0,1003.0,3,3.12,0,0,3,3,0,113.0,98.0,95.0,70.0,2
2011-05-05 04:00:00,114.0,10,12.0,1002.0,1,1.79,0,1,4,3,0,107.0,110.0,93.0,79.0,2
2011-05-05 05:00:00,123.0,10,11.0,1001.0,2,1.79,0,0,5,3,0,114.0,113.0,94.0,81.0,2
2011-05-05 06:00:00,130.0,10,12.0,1001.0,2,4.92,0,0,6,3,0,123.0,107.0,98.0,93.0,2
2011-05-05 07:00:00,136.0,11,12.0,1001.0,1,1.79,0,0,7,3,0,130.0,114.0,110.0,81.0,2
2011-05-05 08:00:00,147.0,12,13.0,1001.0,3,0.89,0,0,8,3,0,136.0,123.0,113.0,50.0,2
2011-05-05 09:00:00,148.0,12,14.0,1001.0,3,1.78,0,0,9,3,0,147.0,130.0,107.0,63.0,2
2011-05-05 10:00:00,168.0,12,15.0,1002.0,1,4.92,0,0,10,3,0,148.0,136.0,114.0,44.0,3
2011-05-05 11:00:00,201.0,11,17.0,1002.0,3,1.79,0,0,11,3,0,168.0,147.0,123.0,42.0,4
2011-05-05 12:00:00,188.0,11,18.0,1002.0,3,2.68,0,0,12,3,0,201.0,148.0,130.0,39.0,3
2011-05-05 13:00:00,150.0,10,21.0,1001.0,1,3.13,0,0,13,3,0,188.0,168.0,136.0,55.0,2
2011-05-05 14:00:00,118.0,-3,23.0,1001.0,1,12.96,0,0,14,3,0,150.0,201.0,147.0,48.0,2
2011-05-05 15:00:00,84.0,-6,23.0,1001.0,1,22.79,0,0,15,3,0,118.0,188.0,148.0,53.0,1
2011-05-05 16:00:00,59.0,-6,23.0,1001.0,1,30.84,0,0,16,3,0,84.0,150.0,168.0,43.0,1
2011-05-05 17:00:00,44.0,-7,23.0,1001.0,1,38.89,0,0,17,3,0,59.0,118.0,201.0,54.0,0
2011-05-05 18:00:00,39.0,-7,22.0,1001.0,1,44.7,0,0,18,3,0,44.0,84.0,188.0,58.0,0
2011-05-05 19:00:00,35.0,2,18.0,1002.0,0,1.79,0,0,19,3,0,39.0,59.0,150.0,63.0,0
2011-05-05 20:00:00,63.0,1,16.0,1003.0,2,3.13,0,0,20,3,0,35.0,44.0,118.0,80.0,1
2011-05-05 21:00:00,95.0,1,15.0,1003.0,2,4.92,0,0,21,3,0,63.0,39.0,84.0,95.0,1
2011-05-05 22:00:00,79.0,-1,17.0,1004.0,2,6.71,0,0,22,3,0,95.0,35.0,59.0,93.0,1
2011-05-05 23:00:00,75.0,0,14.0,1004.0,3,0.89,0,0,23,3,0,79.0,63.0,44.0,94.0,1
2011-05-06 00:00:00,97.0,4,12.0,1004.0,3,1.78,0,0,0,4,0,75.0,95.0,39.0,98.0,1
2011-05-06 01:00:00,110.0,4,10.0,1004.0,3,2.67,0,0,1,4,0,97.0,79.0,35.0,110.0,2
2011-05-06 02:00:00,111.0,3,10.0,1003.0,1,3.13,0,0,2,4,0,110.0,75.0,63.0,113.0,2
2011-05-06 03:00:00,98.0,3,10.0,1003.0,3,0.89,0,0,3,4,0,111.0,97.0,95.0,107.0,1
2011-05-06 04:00:00,97.0,3,8.0,1003.0,1,1.79,0,0,4,4,0,98.0,110.0,79.0,114.0,1
2011-05-06 05:00:00,86.0,2,11.0,1003.0,3,0.89,0,0,5,4,0,97.0,111.0,75.0,123.0,1
2011-05-06 06:00:00,58.0,4,9.0,1003.0,1,3.13,0,0,6,4,0,86.0,98.0,97.0,130.0,1
2011-05-06 07:00:00,60.0,4,13.0,1003.0,3,0.89,0,0,7,4,0,58.0,97.0,110.0,136.0,1
2011-05-06 08:00:00,55.0,0,20.0,1003.0,1,1.79,0,0,8,4,0,60.0,86.0,111.0,147.0,1
2011-05-06 09:00:00,39.0,0,21.0,1003.0,0,1.79,0,0,9,4,0,55.0,58.0,98.0,148.0,0
